SAMPID,XPT,YPT,ZPT,Thickness (cm),Pt (g/t),Ni (%),Cu (%)
833,9363.25,-3643.88,0,120,13.09,0.276,0.105
412,8694.3,-3464.48,0,82,10.53634146,0.2086,0.1053
329,8560.85,-4087.32,0,110,9.392727273,0.2505,0.108
348,8600.8,-3902.4,0,110,16.74545455,0.19,0.1085
1236,9493.3,-3563.84,0,135,8.419259259,0.276,0.1085
317,8538.75,-3297.04,0,65,15.82615385,0.21175,0.10875
371,8638.2,-3145.24,0,63,13.89722222,0.1757,0.1121
624,9114.2,-3896.88,0,127,8.657047244,0.209925,0.115695
53,8180.9,-3462.64,0,90,16.64444444,0.208,0.1225
291,8515.8,-4032.12,0,50,9.1266,0.1035,0.1249
1227,9490.75,-3561.08,0,140,6.488571429,0.3475,0.129
840,9366.65,-3640.2,0,120,11.1325,0.3,0.1335
224,8407.85,-3435.04,0,130,7.49,0.346,0.155
488,8767.4,-3356.84,0,60,3.463333333,0.312,0.179
477,8760.6,-3361.44,0,90,3.204444444,0.3675,0.254
617,9092.7137,-4016.33648,0,137,1.79020073,0.072995,0.557845
